comment_id,verdict,corrected_category,reason,_cat,_text,_m_vulgar,_m_miso,_m_threat,_m_sexual
C003294,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nanage nambalu sadyavaguttilla ...adakkagi ondu balavada karana athava kuruhu beku next vedio dalli haki I am waiting,,,,
C003295,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Enada padam eduthu vachuruka ennum ethana nalaiku tha epdi mutta payalukala sutha porinkanu terla,,,,
C003296,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,గురువు గారు ఆ చీఫ్ నిక్కర్ లో కూడా కల్తీ కాల్పుతున్నరు... ప్రతి కోటర్ లో కూడా..... ది నమ్మ జీవితం,,,,
C003300,Wrong,Safe,"mild/neutral comment, no insult",Offensive,K K nin Amman thika nayi keyya dagaar darshan elladru neenu huttakintha munche nin appan munche koting kottidda ansutte soole magne nin amman dengaa,,,,
C003309,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,dantha prasanth kishore plan tress valle mulla reddy meeda attack chesinru simpathy kosam kavalane revant reddy nee blame chestunnaru intaku mundu srinivas gaud meeda daadi chesaaru ani drama chesaaru ippudu mulla reddy vanthu,,,,
C003317,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Plants vs zombies music maathiri irukku,,,,
C003320,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"1hoursசார்கார்159k ,liks 1hoursவிசுவாசம்175k,,likes 1 hourskaappaan Teaser155k likes here's",,,,
C003325,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Bokka laga vundhi movie 2 nd half lekapothe movie oka sari kuda chudalem,\bbokka\b,,,
C003334,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Avasaram a vadiki,,,,
C003343,Correct,,vulgar/rude insult present,Offensive,poda punda ajith oru sap sap ke tA riukata rimeu pa ajith oru kuda,\bpunda,,,
C003347,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Sir next film also seme mokke,,,,
C003350,Wrong,Safe,"mild/neutral comment, no insult",Offensive,No doubt utterflop like another Puli,,,,
C003351,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,మీరు సూపర్ సార్.... బూతులు మాట్లాడటం కొరకు mla / minister పదవి చేస్తున్నారు..... బూతుల రాయుడు,,,,
C003360,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,మీ సాహసానికిమీ సంస్కారానికి కోటి దండాలు,,,,
C003362,Wrong,Safe,"mild/neutral comment, no insult",Offensive,R hu bro name halmodakke,,,,
C003374,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Sudheer garu na presna pedha pedha star la ke ,e, bild up undadhu nuv chala chestunav Nee kanna get up srinu baga chestaru Srinu annake big screen ki face ki correct bagutundhi",,,,
C003385,Wrong,Safe,"mild/neutral comment, no insult",Offensive,இந்த மாதிரி ஒரு படம் வேண்டும் அப்பதான் நாடககாதல் திருமாவளவன் செருப்பால் அடித்து படம்,,,,
C003386,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Pokkiri raja jeeva movie concept anga kottavi Inga siripu,,,,
C003387,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,అన్ని ఇచ్చేయాల్సింది బ్రదర్ ఒంటి మీద ఏమి లేకుండా sigu lenu edava laga,,,,
C003388,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Trailer lam nalla irukku...!! Aana padatha release panna maatringale pa.....,,,,
C003390,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Pongada, poi pulla kutiya paadikavayingda. Love love love love:- tensions of India vaa poochae",,,,
C003396,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Indha music ka yengayo Keta mathiri iruke aahh idhu Alice music,,,,
C003403,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,అయ్య ఎంపీ గారు నీ మీద వీడియో ఎవరో కుట్రలుచేసి వైరల్ చేస్తే నువ్వు కేసు పెట్టాలికానీ ఎవడో అభిమాని కేసు పెట్టుడేంది ఖవరింగ్ లొద్దు,,,,
C003405,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ungalukku comfortable uh illlana trailera paakama irunga ......ayayo idhu nalla irke ....kola gaandu la irken,,,,
C003407,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Thanu hug theesukone style lo kuda friendlyness undi thappa lust ledhu,,,,
C003409,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ಹೌದು ಹುಲಿಯಾ 🤣🤣,,,,
C003410,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,మా అడ్డపిల్లలు కి నీ చూసే అదృష్టం ఉండదు కాబట్టి ఇలా చూసినందుకు ధన్యవాదాలు తెలుపుకుంటున్నాను,పుకు,,,
C003411,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,noti tegulu ani rasav kadara mea chhaanal kannah noti tegulu evarikee untaadi,,,,
C003417,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,rahul gandhi and lokesh pappu vallu,,,,
C003425,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,rajinikanth gaaritho open heart programme chuudaalani undhi,,,,
C003431,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,tc rate penchadam kadu...udyamalu cheyakunda... employees kastapadithe development avutundi...,,,,
C003438,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Sodi akkuvuga undi matter ledu doubt hey,,,,
C003448,Wrong,Safe,"mild/neutral comment, no insult",Offensive,yanavena dislike pannugada but unga thakuthi 80 k only,,,,
C003452,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Shooting leka mind dobbindi .court should consider this issue .if students take him as inspiration then what will happen. Is it correct .pls consider it,,,,
C003455,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,kani ekkuva chesthe alasata weakness body peragaka povadam teenage loo tarvaata kuudaa face paina gaddalu pimples ravadam nizambettar keep it twotri times aaa weakget bussy and focus aan your studies and career guys,,,,
C003456,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,anta chiragga vunte stage meeda kii endukellar saar,,,,
C003457,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,yea mobile loo teesav brow clarity baagundi,,,,
C003458,Correct,,vulgar/rude insult present,Offensive,Rashmika andre yaru guru nThukali sule edalala avle erboda,\bsule\b,,,
C003461,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Intha Diwali BIGIL Diwali dan Theriya vendiyathu eilla Ketkalaaaa Sathamaaaaaa Podra vettu intha Diwali BIGIL Diwali,,,,
C003462,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Sirappo sirappu mass's daaaaaaaaa thalaivarayum avar attaththaiyum pakkaththan poringa,,,,
C003465,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,nter garu rock abba acting loo king,,,,
C003468,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunna,,,,
C003469,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,NTR & RC Fans kuda troll cheyali because Vijay devarakonda indirectly targeted NTR & RC on the day of liger trailer release. Konda meeku ma Nanna thata teliyadu ani anadu Naku vijay devarakonda disaster movies telusu,,,,
C003471,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,గుద్దు గుద్దు మామిడి,,,,
C003474,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Padam oodumma ? Illa mugamodi Mari aagirumma?,,,,
C003483,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,elections kii mundu enni hamlin ichindi tress avvani emayinayi nuvvu chesthe chamatkar verevaallu chesthe balatkarannattu undhi,,,,
C003485,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Sir kfi ha kochkondu ogtayda.,,,,
C003493,Correct,,vulgar/rude insult present,Offensive,Dai yenna daa padam edhuthu vachu erukinkaaa otha vetrimaran ahaa adichuka ale Ella pooo,\botha\b,,,
C003495,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,annaaaa navvi navvi stomach pain vachindi,,,,
C003497,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,india loo puttinanduku chaalaa santoshamgaa garwanga undhi atleast manaki ikkada freedom undhi aadavaallaki,,,,
C003500,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ajith kelava thaatha Andhra ku odiru,,,,
C003505,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,பெண்களை தவறாக பயன்வுபடுத்தும் நாய்கள் எந்த சாதியாக இருந்தாலும் கண்டிக்கத்தக்கதே. இதை ஒரு சாதியினர் மட்டும்தான் செய்கிறார்கள் என்று சொல்லமுடியாது (உ: பொள்ளாச்சி சம்பவம்). சாதியை இழிவு படுத்தாது நல்ல விழிப்புணர்வு ஏற்படுத்த இது போன்ற படங்கள் வெற்றியடைய வாழ்த்துக்கள்.,நாய்,,,
C003515,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,మంగ్లీ పాడిన పాటలు అన్నీ ఒకేలాగనే అనిపిస్తున్నాయి పెద్ద డిఫరెంట్ ఏమీ లేదు,నాయి,,,
C003520,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,cinema sangathi emo gaani mea vislaeshanha maatram adbhutam andi cinema ippatiki varaku neenu chudaledu mea yekka vivarana chusina taruvaata cinema chudali anipistundi,,,,
C003522,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,kgf chapter 1 flex chuusi johnny master anukunna fast yash raam charanh johnny okalaage untaaru,,,,
C003525,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,atleast thana agae kii thana carrier set ayyindee,,,,
C003532,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,power staranedi oka brandevadu padithe vaadu power star kadukaleduking okkade power star okkaliyonli powerful power star pawan kalyan okkade,,,,
C003535,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,avara patha nakkala irukku yen da naaigala....oruthar katchi arambichu bigboss nu makkal sevai panraru ambalana avara poi ootungada?vaila koduthuruvannu payama.?thalaivar amaithiya irukarnu overa poringada,,,,
C003536,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ni comedy kosam mi nanna paruvu thisthunnav kadara,,,,
C003539,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Karma ra Swami,,,,
C003541,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ 🤗,,,,
C003551,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Dhesaanni ammesevaadu yevadiki hero Meekaa,,,,
C003554,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Adei ranjith movie na ipdi irukanum. Music na ipdi irukanum. Style na ipdi irukanum.,,,,
C003555,Wrong,Safe,"mild/neutral comment, no insult",Offensive,hadu tubna hucu hedseda,,,,
C003558,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Deyy ithu 96u!! Yaare emathiringey??,,,,
C003562,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,fuck off ... vijay fan ah soldren ...enn daa dislike pannreengaa ...superrbb trailer ...,,,,
C003565,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Oruthar mela neenga viswasatha kaatrathukku inoruthara yen asinga patuthuringa,,,,
C003568,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Biriyani ellarkum pudikum, aanal 10 kg biriyani saapuda mudiyathu.. Punch dialogues kandipa venum,but Teaser fulla punch dialogues kojam irritating aa yirukum family audience ku.",,,,
C003569,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,miss you baalu garu mea patta vinnappudalla manasu chaalaa prasaantamgaa untadi,,,,
C003573,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Dey idhukku yenda dislike pandrinka . Trailer semma mass ah entertaining ah thanae irukku.. vaitthu yerichallin uccham da neenka,,,,
C003578,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ennaga da Batman theme maari irkum.. U1,,,,
C003583,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,bairavaa flop same to thalaivaa movie result,,,,
C003585,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Oruthavar mela viswasam kaatrathukaga inneruthavar mela yaan asingapaduthuringa,,,,
C003587,Wrong,Safe,"mild/neutral comment, no insult",Offensive,last 30 secs audio enkeyo ketta madhiri irukey... man of steel ?,,,,
C003590,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,விக்னேஷ் பாண்டியர் பள்ள தேவிடிய பயலே pallangira pera solla vakku illama koonikurugi pera maathi adharavu therivikiria avusari movane adutha jaadhikaran appan pera sollikitu ipdi avusari aatam aadura ungalamaari aalukuthaanda indha padam thevidiya payalay,thevidiy,,,
