comment_id	language	category	comment
C025405	Kannada	Hate Speech	ಟಿಕ್ ಟಾಕ್ CEO n ಭಾರತದಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ಸೋಮಾರಿಗಳಿದ್ದಾರಾ ಹಾಗಾಗಿ ಟಿಕ್ ಟಾಕ್ ಅನ್ನು ಬಳಸುತ್ತಿದ್ದಾರೆ ಅಂತn ಸೊಕ್ಕಿನಿಂದ ಅತಿ ಕೇವಲವಾಗಿ ಮಾತಾಡಿದರೂ ಕೂಡ ನಾಚಿಕೆಗೆಟ್ಟ ನಮ್ಮವರಿಗೆ ಬುದ್ಧಿ ಬಂದಿಲ್ಲ
C025408	Tanglish	Hate Speech	Below average movie pola..gentral audience ku pudikala
C025409	Roman Telugu	Hate Speech	Norumuyyura pavala
C025412	Tanglish	Offensive	Ellam ok but at :18 kudikaran aadna maadhri irundhuchi...
C025413	Tanglish	Offensive	Ethukkuda ivlo actors hypo....thalaivar padamna avar matumtha irukanum...
C025416	Tanglish	Hate Speech	Enna da chotta bheemla vara tuntun aunty mari irukku
C025429	Tanglish	Offensive	Sasta make up... Older version of jailalitha looks like cartoon
C025432	Tanglish	Offensive	dislikes la pakama thookitu potu poiytea irupom nanga thala fans engaloda aim make record
C025434	Roman Telugu	Hate Speech	brow nee fututra inca macchi position kii veltaavu brow super gaa editing brow
C025436	Roman Telugu	Hate Speech	senior kabatti keshineni garu cbn kii isthe baguntundi ani jayadev anukunnadu evaristhe yemundi lae nuvve ivvu ani naani venakki jayadev kay ichchaaduindulo aem kanipinchindi raa meeku negative mind set burgers
C025438	Roman Telugu	Hate Speech	epudu varaku uploaded chaisina videos ii veediyo aaa clarity gaa vundhi
C025451	Tanglish	Hate Speech	Ada jathi veri pudicha thevadiya payalola
C025456	Tamil	Hate Speech	ஏன்டா நீங்கள் சொன்னா சமுக படம். அதையே நாங்கள் சொன்னா ஐாதி வெறியர்கள் ஆம் நாங்கள் அப்படி தான் காரணம் எங்கள் செங்குருதி அப்படி தான் ஒங்களுக்கு ஒன்னுதான் நாங்கள் தான் வருவோம் நாங்கள் இப்படி தான் எங்கயும் எப்பவும் இப்படி தான் இருப்போம்
C025461	Tanglish	Offensive	Enna thatha vala 1 million likes thoda mudiyallaya
C025462	Tanglish	Offensive	Enna karumamda ethu cartoon padam mari erukuthu
C025468	Tanglish	Offensive	Adei.. Ivar pesaura ella dailogue um Kusuvasam ku daan dedicate pola
C025472	Telugu	Hate Speech	ప్రెసెంట్ మా ఎలక్షన్ లో ఎలా మాట్లాడారో అన్నయ్య చిరంజీవి same to same 15 years బాక్ అలానే మాట్లడిండూ కల్మషం లేని మనిషి
C025473	Roman Telugu	Hate Speech	veedu geliste telamgaana peepul dhi kuudaa adhe situation
C025474	Tanglish	Hate Speech	Ella caste laium nallavan ketavan iruka dhan seivan adha puringikonga da adha vittutu vantanunga thukitu
C025484	Telugu	Hate Speech	గుద్ధుర గట్టిగ...
C025488	Tanglish	Offensive	Pakathane pora indha Kaali oda aatatha vera level dialogue thalaiva
C025491	Roman Telugu	Hate Speech	modatagaa hinduvulanu alaage hinduu devulla gurinchi tappugaa matladina vaarini kshamaapana cheppinchandi
C025494	Tanglish	Hate Speech	Urimaiyai ketpavan naksal entru nee sonnal antha urimaiyai maruppapavenum ,marthu pesum nee year? Unakkenna Peru.
C025506	Kanglish	Offensive	Parthasarathi tunnel unnu gandu
C025512	Roman Telugu	Hate Speech	malla anna ha puk gadu vadu kani danam cheyali pasnari puku vadidhi
C025517	Tanglish	Offensive	Dei... enda dei, ithu koduramana complan vilambaram mathiri irukku!
C025521	Tanglish	Hate Speech	Trailer la nalla dhan irukku, aana Padam nalla illaye pa...
C025523	Roman Telugu	Hate Speech	meeru mea lanty vaaru rashtra niki chaalaa avasaram
C025531	Tamil	Offensive	Movie எண்ணகிதான் ரிலீஸ் சொல்லுக போஸ் ஐயம் வெய்ட்டிங் ---?
C025532	Roman Telugu	Hate Speech	pspk andarini encourage chestadujai janasenani
C025533	Kanglish	Hate Speech	SHETTY naa yaavatu Shetty bandagindha Kannada industry ketede antha helilla aadre bereyavaru eedare evaara banner aali baari majority aage Shetty nee eerodu
C025534	Kanglish	Offensive	Bindu gowda ge sariyyagi batthi itree sir ..super sir neevu
C025535	Tanglish	Offensive	except last scene its a crap
C025537	Kanglish	Offensive	Og avn tunne unnu first
C025542	Roman Telugu	Hate Speech	Suma garu koncham thagichuko
C025543	Tanglish	Offensive	Unlike potavalam matamana social luku theva padatha character avanunga thalapathi fans Ila poruki fans
C025549	Tanglish	Offensive	Yaarukulam intha mask paatha kane neeyabagam varuthu????
C025552	Roman Telugu	Hate Speech	Orey idi RTC conductor na Recording dancer na
C025553	Roman Telugu	Hate Speech	Nani garu meeku ciggu vundha mundu paripalana cheyandi nanigaru
C025556	Roman Telugu	Hate Speech	ii phone baya intha clarity vachindi veediyo adhi theatre loo
C025557	Tanglish	Hate Speech	Finishing la sema kalai vechutanga phaa thalaivar fans yarulam gaanda erukeegaa
C025560	Tanglish	Hate Speech	Kuruma pondra boyskku ongalukku vantha ratho goyala yengalukku vantha thakkale satniya da oru oru puillaum pakka veandiya pado
C025562	Tanglish	Offensive	Comment neraya varanumnu orey aalu naalu vatti comment pennutanga ...........soo pathetic
C025564	Kanglish	Offensive	Nin yavag nodidde baggi avn potential. Muchole
C025566	Telugu	Hate Speech	తొడలు చుపెట్టడానికి aa చిన్న బట్ట వేసుకుంది
C025579	Kanglish	Offensive	ONDU LIKES ELLA
C025591	Tanglish	Offensive	vivasam laa avlotha ippo petta tha mass
C025597	Tanglish	Hate Speech	Thevidiya ajith fans galaa you tube unkaa appan companyaa paid likes vaankaa Vijay vaankunaa paid daaa punda makalaA
C025605	Tanglish	Offensive	:55 'dei evanukavathu pondati kulanthanu sentimentu kintimentu iruntha apdiye odi peyru' -Vi**vasam
C025613	Tanglish	Hate Speech	Ivan trailer pakka matta rajini pathi pesana sinnanga athan pathen
C025616	Roman Telugu	Hate Speech	Andhariki rajamouli rgv inspiration emo naku meere inspirationwords can do more than actionmee laga knowledge gain cheyyali sir nenu
C025618	Roman Telugu	Hate Speech	Interview chesina Murthy gariki naa abhinandanalu chaala samskaaram ga chesaru
C025619	Tamil	Hate Speech	ஜாதி இல்லையடி பாப்பா ஆணா ஓசி சலுகைகள் வேண்டுமடி பாப்பா. கடவுள் இல்லையடி பாப்பா ஆனால் ஓசி பிரியாணி வேண்டுமடி பாப்பா.
C025624	Tamil	Hate Speech	I am தேவர் அந்த ___ களுக்கு செருப்படி
C025626	Roman Telugu	Hate Speech	Correct.... Army green ani buildup ichi... Amoled green vesukunnaru...
C025628	Tanglish	Offensive	Ok type. Not a Rajani mark trailer
C025629	Roman Telugu	Hate Speech	venkatesh gaari abbai shoe sweet
C025633	Tamil	Hate Speech	இயற்கைய உற்பத்தி அகுர நதிய தன்னக்கு மட்டும் தானுனு சோந்தம் கொண்டடுர உரிமைய யார் உங்களுக்கு கொடு தான்ங்க
C025634	Tanglish	Offensive	Adai last shot Ena da ipdi iruku Ulti
C025639	Tanglish	Offensive	Ethuvarai ulagil vera entha trailarum en thalaivar movie 2.o trailer pola illa
C025643	Tanglish	Offensive	Thala a thoppai yendu sonna thevadijal pajaluvalukku intha trailer avankaluku seruppadi sema
C025656	Roman Telugu	Hate Speech	Thu vedu mokam tagaletta
C025658	Tamil	Hate Speech	அசுரன் படத்தை எதிர்ப்பவன் ஒருத்தன் வந்தேரி தெலுங்கனா இருப்பான் ... இல்லை அவனுக்கு அரண்மனையில் கழுவிவிட்டு பாலையத்திற்கு ஆட்சி செய்ய ஆசைப்பட்ட கூட்டமா இருக்கும் ..... அதுபோல திரௌபதி எதிர்ப்பவன் திராவிட பன்னியா இருப்பான் இல்ல தலித் மலம் தின்னி பன்னியா இருப்பான்
C025659	Telugu	Hate Speech	ఒక్క చిరుత పులి కోసం ఎంత మంది చూడండి
C025667	Roman Telugu	Hate Speech	idhi nizam bhaiyya manam yea pani chesina ilaane odipotuntam
C025671	Telugu	Hate Speech	Me ఇద్దరు వల్ల ఏపీ లో ఆడవాళ్ళ పరువు పోయింది, పదవి కోసం ఎంతకైనా దిగజారే బ్రతుకులు మీవి
C025673	Roman Telugu	Hate Speech	study chesi kcr em peekindu velumundra ayina pm position loo undu thaat is modi
C025674	Tanglish	Offensive	Mooka padam big disaster in ajiths careeer
C025680	Roman Telugu	Hate Speech	Manaki ibbandi ochinappudu koncham sahinchatamKastam ochinappudu koncham bharinchadam Anandham vachinappudu koncham panchadam
C025688	Kannada	Offensive	Parthasarathi ಸ್ವಾಮಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ರಾಜಕಮಲ್ ನಲ್ಲಿ ಕೇಸಿಎನ್ ಗೌಡ್ರು owner .ಆದ್ರೂ ಬಾಡಿಗೆ therater ಕೋಟಿರೋದ್ರ ದಿಂದ ತುಲುಗು ಸಿನಿಮಾ 3 ರಾಜಕಮಲ್ ಹಾಕಿದನ್ನೇ
C025690	Tamil	Hate Speech	ஏ உங்களுக்கு பா ரஞ்ஜீத் எடுத்த படங்கள் வெளிவரும் போதெல்லாம் கண்ணு தெரியலயோ மயிறுகளா திரௌபதி படம் வெளிவரலைனா திமுக காரனுங்கதானே புகார் அளிச்சுருக்கானுஙக அடுத்த எலக்சனுக்கு திமுக ஆட்சி கவிழும் கவிழ வைப்போம் முத்தரையர் சமுதாயத்தின் சார்பாகவும் கள்ளர் சமுதாயம் சார்பாகவும் வன்னியர் சமுதாயம் சார்பாகவும் எச்சரிக்கிரோம் ஏன்டா நாடக காதலால் பாதிக்கபடுரவங்க நாங்கள்தான் அது எங்க உங்களுக்கு தெரிய போகுது நாங்கள் எங்கள் குடும்பத்தோட இந்த படத்தை கண்டிப்பாக பார்ப்போம் ஆதரிப்போம்
C025693	Roman Telugu	Hate Speech	naani anna maeru great
C025696	Tanglish	Hate Speech	PongalRace Viswasam Vs Petta Winner : Viswasam DiwaliRace Bigil Vs Kaithi Winner : ??????
C025699	Roman Telugu	Hate Speech	Deenni chusina prati sari naku penta kurchunna feeling vastandi
C025700	Roman Telugu	Hate Speech	Evaru adigaruu raaaaaaaa ninnu
C025707	Roman Telugu	Hate Speech	Pogadali rana ni kuda.. hypo-critic director
C025711	Tanglish	Offensive	suttu pottalum soori ku comedy varaadhu pola
C025719	Roman Telugu	Hate Speech	Fuchur world cup ni drusti lo pettukoni BCCI Rohit ni ceptain ga select chesindi kohli lo goppa captain kani okka sari kuda ICC cup gelavalekapovadam valla Rohit ki chance echindi
C025726	Kanglish	Offensive	Chindi
C025730	Roman Telugu	Hate Speech	tamaru cheppindi correct gaa paatisthe yea samasyalu undavuannagaaru baagaa chepparu kethireddy annagaru
C025732	Tanglish	Offensive	Konjam late aa vita padam blockbuster....bigil kooda vendam..aprm kastam thaan
C025735	Roman Telugu	Hate Speech	parliament sakshiga telamgaana meeda visham kakki malli yea mukham pettukoni telamgaana vastunnav gujaraati
C025736	Tanglish	Offensive	August 8 aamaiyans aluga poranga 🤣
C025737	Tanglish	Offensive	39k views but 44k likes. How?
C025747	Roman Telugu	Hate Speech	nter ani yeka vachanam enti saar respect ivvandi entr garu ani pilavandi
C025748	Tanglish	Offensive	Yarellam intha padam hit aagumnu solringa???
C025750	Telugu	Hate Speech	ఎంత క్లారిటీగా ఇంత వివరంగా చెప్పేవాడు ఎవరూ లేరు 100 కరెక్ట్ గా చెప్పారు
C025751	Roman Telugu	Hate Speech	aame dhairyaniki samardhataku selute kaafeede sanstha chair person
C025756	Tanglish	Offensive	She looks like a animated In last scene
C025757	Roman Telugu	Hate Speech	andaru kalisi undandi please manam bhaarateeyulam
C025759	Kanglish	Hate Speech	RSS avaru thumba danger. Avara bhagge ondu episode maadi sir
C025761	Tanglish	Hate Speech	Thevar,vanniyar,kownder,Nadar Pillamar, bramins,nayakar, viswakarma,FDO,.....Yela community um support panuraga.....Naaga yaarum jaathi paakamatha movie Ku support pannurom yen naaga entha mathiri nadaha Kadhal panathu illa panaa ore echa group.......Kurumaa gangs
C025762	Tanglish	Hate Speech	Idhu saw paduthula irundhu suta mari irukuyae
C025765	Tamil	Offensive	வழி தப்பி போணவங்கல மன்னிக்கலாம், ஆனா தப்பான வழில போணவங்கள மன்னிக்க கூடாது
C025769	Tanglish	Offensive	Intha trailara Vida bigil trailar marana maasssa irukkum. I'm waiting to bigil trailer
C025778	Kannada	Offensive	ನಾನು ಕೂಡ ಬಿಟ್ಟಿಯಾಗಿ ನೋಡಿದೇನಿ ನನಗೆ ಒಂತರಾ ಮನಸ್ಸಿಗೆ ನೋವು ಆಗ್ತಾ ಇದೆ ನಾನು ಸಿನಿಮಾ ಗೆದ್ದಿದೆ ಬಟ್ ದುಡ್ಡು ಬರಲಿಲ್ಲ ಸಿನಿಮಾಗೆ
C025780	Kannada	Offensive	ಎಲ್ಲಾ ಫಿಲ್ಮ್ ಚನ್ನಗಿರತವೆ ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ಗೆ ಬಂದು ನೋಡಲ್ಲಾ ಇದಕೆ ಕಾರಣ ಏನು ಓಹೋ ಎಲ್ಲಾ ಒಂದೇ ರಿಲೀಸ್ ಮಾಡ್ತಾರೆ ಅಧ್ಕ್
C025785	Roman Telugu	Hate Speech	Idemi daridramu ra Anna ? Assalu bharincha leka potunnamu. Veellaku emaina buddhi gnanamu vunda? Vella IQ enta. Mott Amur family kalipi chusina, 100 daatadi emo.
C025788	Tamil	Hate Speech	Dislikes லாம் பீ அள்ளுற அடிமை புண்டைங்களா 🤣🤣
