comment_id,platform,platform_original,comment,language,script,english_translation,translation_status,category,category_original,label,severity,toxicity_score,sentiment
C012108,YouTube,YouTube,"Mava, Ee chorava valla chalamandiki dhairyam vastundi 🔥",Roman Telugu,Roman,"bro, this initiative gives a lot of people courage",translated,Safe,Neutral,0,Low,0.03,Neutral
C012109,YouTube,YouTube,"చూడు, ఆడవాళ్ళకి బుద్ధి ఉండదు అందుకే ఇలా పోస్ట్ చేస్తారు గుర్తు పెట్టుకో. 🙄",Telugu,Telugu,"look, women have no sense, that's why they post like this remember this.",translated,Hate Speech,Hate,2,High,0.61,Negative
C012110,YouTube,YouTube,"Vinu, Vallaki eppudu edo oka complaint untundi anthe",Roman Telugu,Roman,"listen, they always have some complaint or the other, that's it",translated,Hate Speech,Hate,2,High,0.75,Negative
C012111,YouTube,YouTube,"By the way, Nuvvu chala andamga unnavu, naa number istha maatladadam private-ga Seriously-ga. 😢",Roman Telugu,Roman,"by the way, you look so beautiful, let me give you my number, let's talk privately seriously.",translated,Sexual Harassment,Misogyny,3,High,0.86,Negative
C012112,Other,Instagram,"Hey, apps like these are very useful for women !!!",English,Roman,"hey, apps like these are very useful for women",not_required_english,Safe,Neutral,0,Low,0.11,Positive
C012113,YouTube,YouTube,"Hey, Adavallaki buddhi undadu anduke ila post chestaru Gurthu pettuko. 🔥",Roman Telugu,Roman,"hey, women have no sense, that's why they post like this remember this.",translated,Hate Speech,Hate,2,High,0.59,Negative
C012114,Other,ShareChat,"ఊరికే చెప్తున్నా, ఈ వీడియో చాలా ఉపయోగకరంగా ఉంది ఇది ఫైనల్. 😤",Telugu,Telugu,"just saying, this video is really useful this is final.",translated,Safe,Neutral,0,Low,0.11,Positive
C012115,YouTube,YouTube,"నిజం చెప్పాలంటే, ఆడవాళ్ళకి సొంత ఒపీనియన్ ఉండదు, ఎవరో చెప్పింది వాడతారు సీరియస్‌గా. !!!",Telugu,Telugu,"honestly, women don't have their own opinions, they just repeat what someone told them seriously.",translated,Hate Speech,Hate,2,High,0.66,Negative
C012116,YouTube,YouTube,"One thing, girls like you should reply to my messages right remember this. smh",English,Roman,"one thing, girls like you should reply to my messages right remember this.",not_required_english,Sexual Harassment,Misogyny,3,High,0.72,Neutral
C012117,YouTube,YouTube,"చూడు, ఒక్కసారి మీట్ అవ్వొచ్చా, ఏమీ చేయను ప్రామిస్ అంతే.",Telugu,Telugu,"look, can we meet once, I won't do anything, promise that's it.",translated,Sexual Harassment,Misogyny,3,High,0.63,Negative
C012118,X,Twitter/X,నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది ఓకే నా? 😔,Telugu,Telugu,people like you have ruined social media ok?,translated,Offensive,Offensive,1,Medium,0.55,Negative
C012119,Other,Koo,"ఏయ్, ఈ కమ్యూనిటీ చాలా సపోర్టివ్‌గా ఉంది అంతే. 🙄",Telugu,Telugu,"hey, this community is very supportive that's it.",translated,Safe,Neutral,0,Low,0.1,Positive
C012120,X,Twitter/X,"ఇలా చూడు, నీ లాంటి అమ్మాయిలు నా మెసేజ్‌లకి రిప్లై ఇవ్వాలి కదా అంతే.",Telugu,Telugu,"see here, girls like you should reply to my messages right that's it.",translated,Sexual Harassment,Misogyny,3,High,0.84,Negative
C012121,YouTube,YouTube,"Listen, you can find better content anywhere than this this is final.",English,Roman,"listen, you can find better content anywhere than this this is final.",not_required_english,Offensive,Offensive,1,Medium,0.36,Neutral
C012122,X,Twitter/X,"By the way, I have your number, address, everything, be careful 🔥",English,Roman,"by the way, I have your number, address, everything, be careful",not_required_english,Threat,Threat,4,High,0.9,Negative
C012123,Other,Facebook,"Honestly, give me your number, let's talk specially every day seriously. !!!",English,Roman,"honestly, give me your number, let's talk specially every day seriously.",not_required_english,Sexual Harassment,Misogyny,3,High,0.66,Neutral
C012124,X,Twitter/X,"నిజం చెప్పాలంటే, ఈ వీడియో చాలా ఉపయోగకరంగా ఉంది గుర్తు పెట్టుకో. smh",Telugu,Telugu,"honestly, this video is really useful remember this.",translated,Safe,Neutral,0,Low,0.03,Neutral
C012125,Other,Koo,"విను, వీళ్ళు మాట్లాడేది వినడం కూడా టైమ్ వేస్ట్ smh",Telugu,Telugu,"listen, even listening to what they say is a waste of time",translated,Hate Speech,Hate,2,High,0.59,Negative
C012126,YouTube,YouTube,"బై ద వే, ఇది చివరిసారి చెప్తున్నా, తర్వాత జరిగేదానికి నేను బాధ్యుడిని కాదు నమ్ము నన్ను. ??",Telugu,Telugu,"by the way, I'm saying this for the last time, I'm not responsible for what happens next trust me.",translated,Threat,Threat,4,High,0.87,Negative
C012127,Other,Koo,"Honestly, women have no sense, that's why they post like this got it? smh",English,Roman,"honestly, women have no sense, that's why they post like this got it?",not_required_english,Hate Speech,Hate,2,High,0.6,Negative
C012128,X,Twitter/X,"Just saying, seeing your level is honestly pitiful seriously. 😡",English,Roman,"just saying, seeing your level is honestly pitiful seriously.",not_required_english,Offensive,Offensive,1,Medium,0.58,Negative
C012129,X,Twitter/X,"చూడు, ఇలాంటి కంటెంట్ పెట్టేవాళ్ళు అందరూ ఒకే రకం ఇది ఫైనల్.",Telugu,Telugu,"look, everyone who posts content like this is the same kind this is final.",translated,Hate Speech,Hate,2,High,0.69,Negative
C012130,Other,Instagram,"నిజం చెప్పాలంటే, నీలాంటి వాళ్ళకి అటెన్షన్ ఇవ్వకూడదు అసలు అంతే. 😢",Telugu,Telugu,"honestly, people like you shouldn't be given any attention at all that's it.",translated,Offensive,Offensive,1,Medium,0.41,Negative
C012131,YouTube,YouTube,"ఊరికే చెప్తున్నా, మహిళల భద్రత గురించి ఇలాంటి అవగాహన చాలా అవసరం ఇది ఫైనల్. 🙄",Telugu,Telugu,"just saying, awareness like this about women's safety is very much needed this is final.",translated,Safe,Neutral,0,Low,0.04,Positive
C012132,Other,Telegram,"One thing, you can find better content anywhere than this that's it.",English,Roman,"one thing, you can find better content anywhere than this that's it.",not_required_english,Offensive,Offensive,1,Medium,0.56,Negative
C012133,YouTube,YouTube,"చూడు, స్కూళ్ళలో సైబర్ సేఫ్టీ గురించి క్లాసులు పెట్టాలి ఇది ఫైనల్. ??",Telugu,Telugu,"look, schools should conduct classes on cyber safety this is final.",translated,Safe,Neutral,0,Low,0.14,Neutral
C012134,YouTube,YouTube,"Hey, Waste fellow, enduku ilanti post pedatavu Seriously-ga.",Roman Telugu,Roman,"hey, waste fellow, why do you post nonsense like this seriously.",translated,Offensive,Offensive,1,Medium,0.36,Neutral
C012135,YouTube,YouTube,"నిజం చెప్పాలంటే, స్కూళ్ళలో సైబర్ సేఫ్టీ గురించి క్లాసులు పెట్టాలి గుర్తు పెట్టుకో. ...",Telugu,Telugu,"honestly, schools should conduct classes on cyber safety remember this.",translated,Safe,Neutral,0,Low,0.04,Positive
C012136,YouTube,YouTube,"One thing, people like you shouldn't be given any attention at all this is true. 😤",English,Roman,"one thing, people like you shouldn't be given any attention at all this is true.",not_required_english,Offensive,Offensive,1,Medium,0.4,Negative
C012137,YouTube,YouTube,"ఒక్క మాట, నీ కామెంట్లు చదివితే తలనొప్పి వస్తుంది అంతే. #WomenSafety",Telugu,Telugu,"one thing, reading your comments gives me a headache that's it.",translated,Offensive,Offensive,1,Medium,0.52,Negative
C012138,Other,Telegram,"By the way, Vallaki eppudu victim card play cheyadame telusu Anthe. ...",Roman Telugu,Roman,"by the way, they only know how to play the victim card all the time that's it.",translated,Hate Speech,Hate,2,High,0.7,Negative
C012139,Other,Facebook,"Urike cheptunna, Ilanti adavalle asalu samasyalaki karanam Nijanga. ...",Roman Telugu,Roman,"just saying, women like these are the real cause of problems really.",translated,Hate Speech,Hate,2,High,0.85,Negative
C012140,Other,Telegram,"Nijam cheppalante, Idi chivarisari cheptunna, tarvatha jarigedaniki nenu badhyudini kaadu Idi final. ...",Roman Telugu,Roman,"honestly, I'm saying this for the last time, I'm not responsible for what happens next this is final.",translated,Threat,Threat,4,High,0.91,Negative
C012141,Other,Facebook,"Urike cheptunna, Noru moosuko, neeku sambandham ledu idulo Idi nijam.",Roman Telugu,Roman,"just saying, shut your mouth, this has nothing to do with you this is true.",translated,Offensive,Offensive,1,Medium,0.55,Negative
C012142,YouTube,YouTube,"విను, వీళ్ళు అందరూ ఒకటే గ్రూప్‌లో ఉంటారు, నమ్మడానికి లేదు ఓకే నా? 😡",Telugu,Telugu,"listen, they're all part of the same group, can't be trusted ok?",translated,Hate Speech,Hate,2,High,0.82,Negative
C012143,YouTube,YouTube,"Nijam cheppalante, Nuvvu lekapothe ee page antha interesting-ga undadu Gurthu pettuko. 😡",Roman Telugu,Roman,"honestly, without you this page wouldn't be this interesting remember this.",translated,Sexual Harassment,Misogyny,3,High,0.68,Neutral
C012144,X,Twitter/X,"ఇలా చూడు, నువ్వు మాట్లాడేది ఎప్పుడూ అర్థం లేకుండా ఉంటుంది ఇది నిజం. 😡",Telugu,Telugu,"see here, what you say never makes any sense this is true.",translated,Offensive,Offensive,1,Medium,0.5,Neutral
C012145,YouTube,YouTube,"Mava, Nee voice chala sexy-ga undi, call cheddam raatri Anthe.",Roman Telugu,Roman,"bro, your voice is so sexy, let's call at night that's it.",translated,Sexual Harassment,Misogyny,3,High,0.89,Negative
C012146,X,Twitter/X,"By the way, awareness programs like this should happen in colleges too trust me. 😔",English,Roman,"by the way, awareness programs like this should happen in colleges too trust me.",not_required_english,Safe,Neutral,0,Low,0.14,Neutral
C012147,YouTube,YouTube,"Vinu, Ee community chala supportive-ga undi Idi nijam. 😤",Roman Telugu,Roman,"listen, this community is very supportive this is true.",translated,Safe,Neutral,0,Low,0.07,Positive
C012148,X,Twitter/X,"Ila chudu, Adavallaki buddhi undadu anduke ila post chestaru Nammu nannu. 🙄",Roman Telugu,Roman,"see here, women have no sense, that's why they post like this trust me.",translated,Hate Speech,Hate,2,High,0.64,Neutral
C012149,Other,Koo,"నిజం చెప్పాలంటే, వీళ్ళు అందరూ ఒకటే గ్రూప్‌లో ఉంటారు, నమ్మడానికి లేదు నిజంగా. 😢",Telugu,Telugu,"honestly, they're all part of the same group, can't be trusted really.",translated,Hate Speech,Hate,2,High,0.81,Negative
C012150,YouTube,YouTube,"Honestly, we need more positive content like this really. 😔",English,Roman,"honestly, we need more positive content like this really.",not_required_english,Safe,Neutral,0,Low,0.04,Positive
C012151,YouTube,YouTube,Nuvvu maatladeముందు kaastha aalochinchu Idi final. ??,Roman Telugu,Roman,think a little before you speak this is final.,translated,Offensive,Offensive,1,Medium,0.47,Neutral
C012152,Other,Instagram,"నిజం చెప్పాలంటే, నీలాంటి వాళ్ళు వల్లే సోషల్ మీడియా పాడైపోయింది నిజంగా. 😔",Telugu,Telugu,"honestly, people like you have ruined social media really.",translated,Offensive,Offensive,1,Medium,0.5,Negative
C012153,YouTube,YouTube,"By the way, seeing people like this doesn't even evoke pity this is final. 😔",English,Roman,"by the way, seeing people like this doesn't even evoke pity this is final.",not_required_english,Offensive,Offensive,1,Medium,0.45,Negative
